,State,AreaName,M_Poverty,F_Poverty,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic,Incidence_Rate,Avg_Ann_Incidence,Mortality_Rate,Avg_Ann_Deaths,All_With,All_Without,Population
381,GA,"Appling County, Georgia",1485,2260,37135.0,39981.0,26130.0,,,30907.0,744.0,15,56.3,12,14236,3717,17953
382,GA,"Atkinson County, Georgia",1068,1302,30933.0,34130.0,24598.0,,,24009.0,594.0,5,75.8,6,5771,2497,8268
383,GA,"Bacon County, Georgia",850,1069,37162.0,42561.0,20302.0,,34706.0,42802.0,875.0,11,66.5,8,8681,2020,10701
384,GA,"Baker County, Georgia",287,465,44297.0,51538.0,26806.0,,,,729.0,3,,*,2602,690,3292
385,GA,"Baldwin County, Georgia",5601,7600,32460.0,39592.0,22906.0,,39524.0,,735.0,36,47.3,23,37782,5744,43526
386,GA,"Banks County, Georgia",1497,1529,41472.0,41609.0,34342.0,,36146.0,29375.0,652.0,13,33.8,7,15147,3172,18319
387,GA,"Barrow County, Georgia",5099,5803,52012.0,53176.0,38643.0,,69886.0,41034.0,896.0,55,63.4,37,59296,12502,71798
388,GA,"Bartow County, Georgia",6659,9160,48893.0,51065.0,37979.0,56190.0,56094.0,33259.0,913.0,91,63.2,61,82993,17494,100487
389,GA,"Ben Hill County, Georgia",2511,3513,29994.0,38830.0,18397.0,,,26005.0,84.0,18,65.1,13,13671,3486,17157
390,GA,"Berrien County, Georgia",2088,2835,31835.0,34538.0,26063.0,,,29643.0,782.0,18,54.4,12,13914,4797,18711
391,GA,"Bibb County, Georgia",16798,23813,36519.0,52978.0,25620.0,,62300.0,27026.0,794.0,134,59.1,99,125722,25439,151161
392,GA,"Bleckley County, Georgia",1270,1346,38991.0,46932.0,17738.0,,,,723.0,11,60.1,9,10891,1490,12381
393,GA,"Brantley County, Georgia",1561,2251,37206.0,37212.0,29861.0,,,,878.0,18,74.1,15,13558,4835,18393
394,GA,"Brooks County, Georgia",1864,2401,32663.0,41641.0,19521.0,,,16801.0,769.0,16,51.1,11,12273,3325,15598
395,GA,"Bryan County, Georgia",1939,2548,63327.0,64884.0,54306.0,,37857.0,60219.0,843.0,22,68.1,17,27911,4287,32198
396,GA,"Bulloch County, Georgia",10148,11646,36032.0,41190.0,25995.0,,48967.0,28125.0,786.0,44,56.8,32,59840,11701,71541
397,GA,"Burke County, Georgia",3099,4032,33641.0,49398.0,19626.0,,48438.0,31736.0,859.0,21,51.6,13,18777,3985,22762
398,GA,"Butts County, Georgia",2023,2306,41667.0,50384.0,30746.0,,,124485.0,957.0,25,81.3,20,17440,3559,20999
399,GA,"Calhoun County, Georgia",891,1033,25513.0,40486.0,21366.0,,,,634.0,4,50.2,4,3635,1038,4673
400,GA,"Camden County, Georgia",2795,3570,52473.0,58940.0,38130.0,40250.0,87538.0,63529.0,674.0,29,49.3,21,41559,6243,47802
401,GA,"Candler County, Georgia",1480,1918,30185.0,34518.0,22307.0,,,,829.0,11,62.1,8,7924,2820,10744
402,GA,"Carroll County, Georgia",9360,13081,43586.0,46792.0,32268.0,,30882.0,27139.0,839.0,88,59.0,62,92105,19327,111432
403,GA,"Catoosa County, Georgia",3588,4473,50876.0,50819.0,49981.0,,55652.0,46985.0,656.0,50,49.1,37,55676,9179,64855
404,GA,"Charlton County, Georgia",1140,870,42778.0,41929.0,46875.0,,,46316.0,60.0,9,49.4,7,9274,2507,11781
405,GA,"Chatham County, Georgia",21510,29470,47218.0,55466.0,34807.0,,51606.0,41630.0,652.0,183,44.4,126,223280,48039,271319
406,GA,"Chattahoochee County, Georgia",569,391,43378.0,44877.0,36895.0,,,39677.0,843.0,3,,*,6453,776,7229
407,GA,"Chattooga County, Georgia",2243,3245,32913.0,33927.0,22219.0,,,38750.0,1015.0,31,74.5,23,19081,4288,23369
408,GA,"Cherokee County, Georgia",11323,12950,68926.0,70839.0,67347.0,,61196.0,41363.0,732.0,135,46.7,84,193125,31916,225041
409,GA,"Clarke County, Georgia",18801,21758,32162.0,37856.0,24395.0,,33598.0,27375.0,618.0,52,41.6,36,100169,19749,119918
410,GA,"Clay County, Georgia",579,706,20438.0,41359.0,14797.0,,,,641.0,3,,*,2280,766,3046
411,GA,"Clayton County, Georgia",29093,36694,40938.0,38499.0,41967.0,25700.0,41626.0,34582.0,651.0,115,45.5,79,198052,65944,263996
412,GA,"Clinch County, Georgia",915,1424,24015.0,36016.0,12905.0,,,2499.0,869.0,7,56.0,4,5296,1364,6660
413,GA,"Cobb County, Georgia",40060,47820,65873.0,75041.0,50341.0,34120.0,84976.0,42816.0,603.0,341,40.3,223,595720,118310,714030
414,GA,"Coffee County, Georgia",4089,5886,33965.0,37395.0,23251.0,35083.0,45466.0,26505.0,795.0,34,59.9,25,30286,9289,39575
415,GA,"Colquitt County, Georgia",5622,6464,32409.0,38286.0,22201.0,38482.0,,31474.0,895.0,44,62.0,30,32605,12726,45331
416,GA,"Columbia County, Georgia",5247,7270,71021.0,72414.0,62171.0,,87164.0,52962.0,614.0,73,43.8,53,119833,13376,133209
417,GA,"Cook County, Georgia",1837,2407,35683.0,41234.0,26307.0,38571.0,,30956.0,90.0,17,60.5,12,12555,4334,16889
418,GA,"Coweta County, Georgia",7061,10428,62461.0,66660.0,40190.0,250001.0,68958.0,38823.0,65.0,78,47.4,57,117138,15685,132823
419,GA,"Crawford County, Georgia",984,1138,41825.0,44298.0,28682.0,,,,1007.0,16,65.9,9,10483,1908,12391
420,GA,"Crisp County, Georgia",3161,4307,31615.0,47089.0,17637.0,,,52893.0,723.0,21,59.2,17,18601,4264,22865
421,GA,"Dade County, Georgia",986,1314,46434.0,47377.0,,,,,797.0,17,79.3,16,13697,2599,16296
422,GA,"Dawson County, Georgia",1372,1784,56943.0,57078.0,,,,42721.0,741.0,21,61.8,16,19236,3254,22490
423,GA,"Decatur County, Georgia",3071,4347,31284.0,38125.0,22021.0,55417.0,,50427.0,704.0,23,58.2,19,20724,5338,26062
424,GA,"DeKalb County, Georgia",61067,74402,51376.0,73219.0,42048.0,41875.0,53266.0,36789.0,532.0,311,37.8,216,573911,135032,708943
425,GA,"Dodge County, Georgia",2065,2214,34271.0,41636.0,26994.0,,,17806.0,813.0,20,53.6,13,16051,3160,19211
426,GA,"Dooly County, Georgia",1729,1944,28696.0,30847.0,22813.0,,,38223.0,586.0,10,29.8,5,9935,2684,12619
427,GA,"Dougherty County, Georgia",11753,15804,32084.0,50469.0,26399.0,,,34063.0,734.0,72,60.9,59,72530,19001,91531
428,GA,"Douglas County, Georgia",9856,12262,53881.0,56579.0,49904.0,33500.0,64697.0,47247.0,811.0,90,55.0,59,112675,22668,135343
429,GA,"Early County, Georgia",1293,1623,31680.0,44729.0,20277.0,,,2499.0,615.0,9,60.1,8,8572,1848,10420
430,GA,"Echols County, Georgia",436,734,32959.0,34337.0,,,,23459.0,,3 or fewer,,*,2747,1301,4048
431,GA,"Effingham County, Georgia",2473,3276,63100.0,67761.0,40513.0,,82661.0,62769.0,852.0,41,65.8,29,45807,8249,54056
432,GA,"Elbert County, Georgia",1459,2205,35388.0,41173.0,20120.0,,,39097.0,734.0,20,56.0,15,16347,2956,19303
433,GA,"Emanuel County, Georgia",3151,3549,32229.0,38174.0,23941.0,,2499.0,37156.0,676.0,18,59.3,16,16953,5010,21963
434,GA,"Evans County, Georgia",1127,1730,37865.0,42868.0,31389.0,,,22131.0,688.0,9,54.8,7,8500,1830,10330
435,GA,"Fannin County, Georgia",2047,3357,37049.0,37117.0,,80192.0,,33889.0,732.0,29,46.6,20,19403,4180,23583
436,GA,"Fayette County, Georgia",3883,5246,79066.0,78589.0,80639.0,65714.0,78424.0,51544.0,474.0,57,34.1,40,98350,9448,107798
437,GA,"Floyd County, Georgia",9048,10557,41549.0,46211.0,26090.0,,48675.0,31492.0,811.0,92,55.5,63,77579,16418,93997
438,GA,"Forsyth County, Georgia",5932,7615,88816.0,87872.0,74545.0,80913.0,117064.0,49496.0,606.0,90,35.0,51,173289,22342,195631
439,GA,"Franklin County, Georgia",2253,2869,33816.0,35323.0,23000.0,,,26964.0,814.0,25,64.5,19,18031,3872,21903
440,GA,"Fulton County, Georgia",72577,94814,57207.0,84666.0,36030.0,32048.0,93780.0,43655.0,545.0,431,38.3,298,828254,146923,975177
441,GA,"Gilmer County, Georgia",3541,3123,40228.0,40731.0,,148125.0,151250.0,27931.0,761.0,32,39.1,16,22046,6379,28425
442,GA,"Glascock County, Georgia",237,246,40759.0,44875.0,19514.0,,,,,3 or fewer,,*,2476,516,2992
443,GA,"Glynn County, Georgia",6339,8642,45918.0,55254.0,26347.0,26397.0,40769.0,47688.0,719.0,73,50.9,51,65837,14945,80782
444,GA,"Gordon County, Georgia",5321,5867,41612.0,42847.0,25995.0,,52500.0,32918.0,947.0,55,74.1,43,44597,10753,55350
445,GA,"Grady County, Georgia",3529,4119,34187.0,41419.0,19654.0,,,17961.0,74.0,23,64.5,19,19279,5772,25051
446,GA,"Greene County, Georgia",1870,2163,42408.0,57795.0,22827.0,,49044.0,20473.0,699.0,19,37.3,10,13177,2977,16154
447,GA,"Gwinnett County, Georgia",54558,62995,60289.0,69649.0,52203.0,47143.0,57135.0,38924.0,518.0,288,37.3,200,685291,168839,854130
448,GA,"Habersham County, Georgia",3357,3863,40907.0,41470.0,30000.0,58750.0,44028.0,34929.0,644.0,35,49.3,27,33401,7823,41224
449,GA,"Hall County, Georgia",16393,17727,51202.0,53476.0,33260.0,,53400.0,39501.0,612.0,108,45.6,81,150230,36371,186601
450,GA,"Hancock County, Georgia",835,1278,24925.0,37994.0,22083.0,,,,388.0,5,41.6,5,5941,1072,7013
451,GA,"Haralson County, Georgia",2583,3141,41910.0,42532.0,32054.0,2499.0,36429.0,,944.0,33,76.0,26,23690,4512,28202
452,GA,"Harris County, Georgia",1317,1674,63824.0,74078.0,31464.0,,95139.0,103902.0,62.0,24,45.8,17,28731,3624,32355
453,GA,"Hart County, Georgia",2421,2982,37653.0,39567.0,24020.0,,,35610.0,69.0,25,51.1,19,20281,4382,24663
454,GA,"Heard County, Georgia",1048,1301,41525.0,42512.0,29650.0,13750.0,,18542.0,1046.0,15,64.6,9,9596,1878,11474
455,GA,"Henry County, Georgia",11870,15292,60424.0,62010.0,58448.0,,72840.0,46703.0,603.0,102,46.7,74,180155,30010,210165
456,GA,"Houston County, Georgia",10623,14488,53270.0,58985.0,41191.0,28500.0,52375.0,53719.0,732.0,96,56.4,72,124816,19423,144239
457,GA,"Irwin County, Georgia",1081,1219,34156.0,42619.0,22332.0,,,,834.0,10,68.5,8,7146,1720,8866
458,GA,"Jackson County, Georgia",3770,4544,53379.0,54911.0,31625.0,47974.0,58750.0,47549.0,784.0,50,62.1,37,51447,9453,60900
459,GA,"Jasper County, Georgia",1269,1516,42368.0,43550.0,38393.0,,,,787.0,12,45.2,7,11081,2412,13493
460,GA,"Jeff Davis County, Georgia",1383,1926,36385.0,37822.0,20357.0,,,29866.0,762.0,13,74.9,13,11600,3274,14874
461,GA,"Jefferson County, Georgia",2228,2661,26557.0,41547.0,17467.0,55833.0,,15608.0,628.0,14,68.8,14,12083,3783,15866
462,GA,"Jenkins County, Georgia",1335,1649,24604.0,29552.0,19763.0,,,,686.0,7,60.0,6,6997,1843,8840
463,GA,"Johnson County, Georgia",1064,1061,34438.0,40158.0,16637.0,,,,654.0,8,53.9,7,7577,1658,9235
464,GA,"Jones County, Georgia",2119,2651,51857.0,56293.0,38529.0,,,86806.0,799.0,27,56.7,18,24472,3987,28459
465,GA,"Lamar County, Georgia",1794,1919,40344.0,47421.0,20448.0,,,36146.0,865.0,18,70.7,15,14713,3125,17838
466,GA,"Lanier County, Georgia",1226,1449,37605.0,44768.0,16422.0,,,36625.0,772.0,8,63.3,6,7723,2139,9862
467,GA,"Laurens County, Georgia",5604,7219,32356.0,38798.0,20954.0,,,37019.0,695.0,41,54.6,32,39655,7184,46839
468,GA,"Lee County, Georgia",1356,2061,61537.0,64484.0,51638.0,,50833.0,,832.0,19,62.2,14,24561,3057,27618
469,GA,"Liberty County, Georgia",4963,6084,42201.0,44140.0,40170.0,35694.0,45833.0,43938.0,768.0,30,46.7,18,50089,8093,58182
470,GA,"Lincoln County, Georgia",799,1113,34243.0,36931.0,27500.0,,,,653.0,7,54.5,6,6344,1289,7633
471,GA,"Long County, Georgia",1244,1692,48863.0,51000.0,41222.0,18813.0,,29259.0,889.0,10,60.6,7,13039,2544,15583
472,GA,"Lowndes County, Georgia",13270,15637,36834.0,45193.0,24116.0,103971.0,29704.0,27230.0,653.0,62,52.8,49,87434,21085,108519
473,GA,"Lumpkin County, Georgia",2398,3161,43804.0,44625.0,,,,43571.0,723.0,24,50.0,16,25856,4659,30515
474,GA,"McDuffie County, Georgia",2397,3013,36656.0,50554.0,22130.0,,,17679.0,695.0,18,57.6,14,17256,4035,21291
475,GA,"McIntosh County, Georgia",1296,1660,42988.0,50587.0,27511.0,,,55948.0,55.0,11,39.5,8,11494,2413,13907
476,GA,"Macon County, Georgia",1541,2098,28684.0,41875.0,17660.0,,56645.0,,69.0,11,55.9,9,9598,2687,12285
477,GA,"Madison County, Georgia",2176,2622,41912.0,42850.0,30750.0,45750.0,,28886.0,904.0,31,70.8,23,23398,4658,28056
478,GA,"Marion County, Georgia",640,1196,36242.0,39266.0,26210.0,,,223750.0,646.0,7,56.7,6,6727,1912,8639
479,GA,"Meriwether County, Georgia",2135,2598,35832.0,44852.0,24829.0,,,,668.0,19,54.0,15,17410,3757,21167
480,GA,"Miller County, Georgia",648,960,33983.0,42076.0,17279.0,,,,891.0,8,64.8,6,4785,989,5774
481,GA,"Mitchell County, Georgia",2385,3520,31915.0,39833.0,25763.0,,,28929.0,851.0,23,56.2,15,16351,4420,20771
482,GA,"Monroe County, Georgia",1480,2012,48744.0,54655.0,22596.0,,,58958.0,727.0,24,41.0,13,22133,3513,25646
483,GA,"Montgomery County, Georgia",979,1097,34672.0,38542.0,25243.0,,,36250.0,717.0,7,66.8,6,6974,1617,8591
484,GA,"Morgan County, Georgia",1047,1482,51820.0,58421.0,32572.0,,,,655.0,16,49.2,11,15228,2476,17704
485,GA,"Murray County, Georgia",3685,4080,35539.0,35208.0,,,,48656.0,1031.0,42,69.7,28,31120,8058,39178
486,GA,"Muscogee County, Georgia",16697,22224,42306.0,53668.0,32351.0,61741.0,62361.0,39164.0,703.0,134,51.7,99,158361,28685,187046
487,GA,"Newton County, Georgia",7478,9803,49179.0,51827.0,46070.0,31875.0,62557.0,41530.0,789.0,69,59.5,51,85725,16001,101726
488,GA,"Oconee County, Georgia",1084,1403,72182.0,73102.0,42399.0,250001.0,130643.0,50724.0,468.0,15,34.3,11,30783,3417,34200
489,GA,"Oglethorpe County, Georgia",1054,1262,44226.0,49177.0,24881.0,,,40464.0,754.0,14,44.5,8,12447,2099,14546
490,GA,"Paulding County, Georgia",7439,11006,60109.0,60992.0,57598.0,60068.0,48077.0,52163.0,777.0,83,51.9,51,126889,19849,146738
491,GA,"Peach County, Georgia",2439,3032,41588.0,54362.0,32062.0,,,26215.0,779.0,22,71.9,20,21912,5044,26956
492,GA,"Pickens County, Georgia",1479,1939,54123.0,54863.0,,,,,823.0,34,54.0,22,25393,4075,29468
493,GA,"Pierce County, Georgia",2269,2186,40247.0,43400.0,15809.0,,,34655.0,801.0,18,70.5,16,15068,3722,18790
494,GA,"Pike County, Georgia",1008,1124,51338.0,53792.0,32500.0,,,,756.0,15,62.9,12,14673,2872,17545
495,GA,"Polk County, Georgia",3831,4936,37853.0,39732.0,28987.0,,37756.0,51033.0,102.0,48,77.5,37,33347,7559,40906
496,GA,"Pulaski County, Georgia",655,1274,38750.0,46435.0,22250.0,,,26208.0,506.0,8,37.8,6,8337,1710,10047
497,GA,"Putnam County, Georgia",1912,1534,44299.0,54436.0,32725.0,,,27053.0,744.0,23,55.9,17,17554,3527,21081
498,GA,"Quitman County, Georgia",208,350,31487.0,32069.0,27049.0,,,,1108.0,5,87.2,4,1901,425,2326
499,GA,"Rabun County, Georgia",1544,1914,35211.0,37178.0,,,,,671.0,18,46.3,13,12116,3951,16067
500,GA,"Randolph County, Georgia",1079,1066,28377.0,45208.0,22054.0,,,,566.0,6,40.9,5,5689,1508,7197
501,GA,"Richmond County, Georgia",20943,27555,37424.0,46154.0,31130.0,34861.0,42050.0,43258.0,727.0,148,56.8,113,159789,31860,191649
502,GA,"Rockdale County, Georgia",6535,7620,50455.0,50519.0,50814.0,,54375.0,34393.0,607.0,49,40.3,32,69852,16326,86178
503,GA,"Schley County, Georgia",512,675,39375.0,48864.0,20117.0,,,,699.0,4,,*,3923,1151,5074
504,GA,"Screven County, Georgia",1551,1931,34466.0,42857.0,22873.0,,,,791.0,15,57.0,10,11126,2685,13811
505,GA,"Seminole County, Georgia",594,1001,34905.0,42863.0,21538.0,,,34398.0,664.0,9,38.8,5,6921,1742,8663
506,GA,"Spalding County, Georgia",5975,8263,40246.0,48097.0,24870.0,42885.0,36299.0,33025.0,743.0,55,52.2,38,52339,10455,62794
507,GA,"Stephens County, Georgia",2468,2239,40315.0,42979.0,23784.0,,,,768.0,27,63.1,22,21681,3934,25615
508,GA,"Stewart County, Georgia",693,952,21118.0,45833.0,15295.0,,,,655.0,4,65.0,4,3261,1037,4298
509,GA,"Sumter County, Georgia",4124,5617,32758.0,46492.0,22610.0,,33952.0,22284.0,631.0,22,48.6,17,25688,4838,30526
510,GA,"Talbot County, Georgia",630,661,34078.0,40513.0,25156.0,,,62083.0,732.0,7,61.4,5,5422,1048,6470
511,GA,"Taliaferro County, Georgia",195,316,26306.0,33417.0,23531.0,,,,,3 or fewer,,*,1368,353,1721
512,GA,"Tattnall County, Georgia",2173,3473,33980.0,40830.0,18161.0,,,24150.0,1008.0,26,79.1,20,15864,3560,19424
513,GA,"Taylor County, Georgia",1041,1310,28143.0,36079.0,20049.0,,,,542.0,6,43.1,5,6551,1642,8193
514,GA,"Telfair County, Georgia",1401,2164,26449.0,30054.0,20500.0,,,29278.0,551.0,11,45.6,9,10120,2403,12523
515,GA,"Terrell County, Georgia",1329,1887,28688.0,50152.0,19776.0,,,,63.0,8,53.7,6,7060,1823,8883
516,GA,"Thomas County, Georgia",4943,5392,36641.0,45275.0,24514.0,,50779.0,32552.0,745.0,41,60.6,34,36097,8025,44122
